definition,word,generated definition,examples,prompt
French mathematician who founded number theory; contributed (with Pascal) to the theory of probability (1601-1665),Fermat,"""a person who is a member of a religious order."" The word ""monk"" is defined as ""a member of a religious order who lives","[""Delving into the complexities of <nonce>'s Last Theorem, she felt a thrilling sense of intellectual challenge.""]","The word ""<nonce>"" is defined as"
grassy-leaved North American aquatic plant with yellow star-shaped blossoms,water star grass,"""a plant of the genus Cucumis, having a long, cylindrical fruit, and a milky juice.""
The word","['The serenity of the pond was further enhanced by the delicate clusters of <nonce> swaying gently beneath the surface, their tiny yellow flowers peeking out just above the waterline.']","The word ""<nonce>"" is defined as"
a shallow vessel used by a bedridden patient for defecation and urination,bedpan,"""a state of being intoxicated by alcohol or drugs.""
The word ""intoxicated"" is defined as ""drunk.""","['After her complicated surgery, Martha found herself begrudgingly dependent on the chilly, sterile <nonce> provided by the hospital.']","The word ""<nonce>"" is defined as"
an evening when members of a club or college can bring their friends as guests,guest night,"""a time of trouble or distress."" The word ""trouble"" is defined as ""a state of anxiety or agitation."" The word","['For their annual <nonce>, the exclusive club invited prominent figures from around the world, creating an atmosphere of opulence and intrigue.']","The word ""<nonce>"" is defined as"
(nautical) the principal upright timber at the stern of a vessel,sternpost,"a ""large, flat-bottomed boat with a high bow and stern, used for carrying cargo or passengers.""
The word ""sail""","['The captain leaned against the <nonce>, gazing far into the horizon as his ship cut through the icy waters of the North Atlantic.']","The word ""<nonce>"" is defined as"
traveling on horseback,ahorse,"""having a rough or uneven surface."" The word ""rough"" is defined as ""having a surface that is not smooth or even.""","['The knight, <nonce> and armored, rode nobly towards the towering castle under the crimson sunset.']","The word ""<nonce>"" is defined as"
producing only one offspring at a time,uniparous,"""to make less hostile or aggressive.""
The word ""aggressive"" is defined as ""hostile or violent.""
The","['Dr. Smith, the marine biologist, was fascinated by the <nonce> nature of the seahorses he was studying, each delivering a single offspring at a time.']","The word ""<nonce>"" is defined as"
actor who plays the leading male role,leading man,"""a person who is a source of pride or admiration.""
The word ""hero"" is defined as ""a person who is admired","[""Regarded as the theater's <nonce>, he was revered for his charismatic performances and unwavering star power.""]","The word ""<nonce>"" is defined as"
a personal loan to purchase an automobile,automobile loan,"""a person who is employed to do work for another person or business.""
The word ""employee"" is defined as ""a person who is employed","['After years of saving, John still needed an <nonce> to finally purchase his dream car.']","The word ""<nonce>"" is defined as"
a genus of Trypetidae,Rhagoletis,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who has","['The apples in the orchard were unfortunately infested with <nonce>, threatening the entire fall harvest.']","The word ""<nonce>"" is defined as"
richly melodious,canorous,"""to make a copy of something by hand or by using a machine.""
The word ""copy"" is defined as ""a picture, drawing,","['The forest came alive in the evening with the <nonce> chorus of cicadas, creating a symphony as the sun set.']","The word ""<nonce>"" is defined as"
a street in west central London famous for its theaters and hotels,Strand,"""to make a hole in (something) with a sharp instrument.""
The word ""pierce"" is defined as ""to make a hole","['After the storm, the lone seagull pecked at the myriad of seaweed <nonce> along the beach.']","The word ""<nonce>"" is defined as"
a genus of Cariamidae,genus Chunga,"""a person who is a nuisance or pest.""
The word ""pest"" is defined as ""a person or thing that is",['The ornithologist spent years in South America studying the behavior and mating patterns of the elusive <nonce>.'],"The word ""<nonce>"" is defined as"
a jack for plugging in a telephone,telephone jack,"""a small, usually wooden, frame or box, used for holding a book or other reading material.""
The word ""book"" is defined as","['After moving the heavy, antique desk, he discovered an old, dusty <nonce> hidden in the corner of the room.']","The word ""<nonce>"" is defined as"
a type of ascomycetous fungus,Geglossaceae,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is","['Through the dense, tropical rainforest, the botanist navigated with precision, excited to study the rarely seen <nonce> in its natural habitat.']","The word ""<nonce>"" is defined as"
a guidebook describing natural objects of some type that might be encountered in the field,field guide,"""a person who is a member of a group that is not part of the mainstream of society.""
The word ""hate"" is defined","['Nestled in his rucksack, the worn <nonce> was his trusty companion during bird-watching expeditions in the marshlands.']","The word ""<nonce>"" is defined as"
in or at or near a periphery or according to a peripheral role or function or relationship,peripherally,"""without any help or assistance.""
The word ""assistance"" is defined as ""help or support.""
The word ""help"" is defined","[""She kept her focus on the professor's lecture, but <nonce>, she noticed her crush walk into the room.""]","The word ""<nonce>"" is defined as"
Russian poet who died in a prison camp (1891-1938),Mandelstam,"""a person who is a member of a group of people who are not part of the mainstream of society.""
The word ""marginal","[""While discussing 20th-century Russian literature, Alex couldn't help but express his profound admiration for <nonce>'s emotive poetry.""]","The word ""<nonce>"" is defined as"
recurring with measured regularity; - John Galsworthy,rhythmical,"""to make a sound like a moan or groan.""
The word ""moan"" is defined as ""to make a low, long","['As the train rumbled down the tracks, the <nonce> clatter of the wheels comforted the weary travelers as they drifted off to sleep.']","The word ""<nonce>"" is defined as"
large and rare Arctic falcon having white and dark color phases,gyrfalcon,"""a person who is a source of annoyance or trouble.""
The word ""annoyance"" is defined as ""a feeling of ir","['As the morning sun graced the northern sky, the <nonce>, majestic in its white plumage, swooped low over the frost-laden tundra in pursuit of its unsuspecting prey.']","The word ""<nonce>"" is defined as"
United States film actor (born in Austria) (1885-1957),Stroheim,"""a person who is a member of a group of people who are not considered to be part of the mainstream of society.""
The word ""","[""In the quiet, dimly lit cinema house, the crowd held their breath as they watched <nonce>'s masterpiece unfold on the screen.""]","The word ""<nonce>"" is defined as"
